generated_status,decision,reviewer,review_notes,hr_rank,hr_frequency,ekavian_lemma,ijekavian_lemma,ikavian_suggestion,rule,family_anchor,upos,compatible_msd_slots,changed_surface_pairs,ambiguous_msd_slots,reasons
known,,,,1831,57796,predsednica,predsjednica,predsidnica,je→e,sednica↔sjednica,NOUN,13,13,1,ambiguous-surface-variants
review,,,,1839,57645,vežba,vježba,vižba,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,1852,57096,proleće,proljeće,proliće,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,1855,56832,zamena,zamjena,zamina,je→e,namena↔namjena,NOUN,13,13,1,ambiguous-surface-variants
review,,,,1858,56766,preživeti,preživjeti,preživiti,je→e,živeti↔živjeti,ADJ|ADV|VERB,60,50,16,ambiguous-surface-variants
known,,,,1873,56357,umetnički,umjetnički,umitnički,je→e,,ADJ|ADV,84,84,48,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,1885,55975,izmena,izmjena,izmina,je→e,razmena↔razmjena,NOUN,13,13,1,ambiguous-surface-variants
review,,,,1889,55761,mesija,misija,,i→e,,NOUN,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,1900,55337,telesni,tjelesni,tilesni,je→e,mesni↔mjesni,ADJ,27,27,16,ambiguous-surface-variants
review,,,,1904,55226,redak,rijedak,ridak,ije→e,,ADJ,91,91,48,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,1911,54984,celina,cjelina,cilina,je→e,celishodnost↔cjelishodnost,NOUN,13,13,1,ambiguous-surface-variants
review,,,,1920,54637,sused,susjed,susid,je→e,susedni↔susjedni,NOUN,13,13,1,ambiguous-surface-variants
review,,,,1929,54158,savetovati,savjetovati,savitovati,je→e,savet↔savjet,ADJ|ADV|VERB,65,65,17,ambiguous-surface-variants
review,,,,1931,54141,nemalo,nimalo,,i→e,,ADV,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,1957,53483,prevući,privući,,i→e,,ADJ|ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,1980,52683,desetleće,desetljeće,desetliće,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,1986,52422,obavestiti,obavijestiti,obavistiti,ije→e,izvestiti↔izvijestiti,ADJ|ADV|VERB,23,23,0,
known,,,,1991,52282,izvestiti,izvijestiti,izvistiti,ije→e,obavestiti↔obavijestiti,ADJ|ADV|VERB,29,29,53,ambiguous-surface-variants
known,,,,2001,52127,sneg,snijeg,snig,ije→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,2015,51410,prestati,pristati,,i→e,,ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,2024,51080,zapovednik,zapovjednik,zapovidnik,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,2025,51054,poželeti,poželjeti,poželiti,je→e,želeti↔željeti,ADJ|ADV|VERB,60,13,16,ambiguous-surface-variants
review,,,,2028,50804,berač,birač,,i→e,,NOUN,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
known,,,,2030,50764,razumevanje,razumijevanje,razumivanje,ije→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,2038,50618,dečak,dječak,dičak,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,2040,50588,primerak,primjerak,primirak,je→e,primer↔primjer,NOUN,13,13,1,ambiguous-surface-variants
known,,,,2066,49755,napred,naprijed,naprid,ije→e,unapred↔unaprijed,ADV,1,1,0,fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
known,,,,2070,49636,dodeliti,dodijeliti,dodiliti,ije→e,podeliti↔podijeliti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
known,,,,2074,49463,zamenik,zamjenik,zaminik,je→e,zamena↔zamjena,NOUN,13,13,1,ambiguous-surface-variants
review,,,,2088,49154,uveren,uvjeren,uviren,je→e,uverenje↔uvjerenje,ADJ,91,91,48,ambiguous-surface-variants
review,,,,2100,48821,poluvreme,poluvrijeme,poluvrime,ije→e,vreme↔vrijeme,NOUN,13,3,1,ambiguous-surface-variants
known,,,,2118,48346,pretnja,prijetnja,pritnja,ije→e,pre↔prije,NOUN,13,13,1,ambiguous-surface-variants
review,,,,2142,47680,prosved,prosvjed,prosvid,je→e,prosveta↔prosvjeta,NOUN,13,13,1,ambiguous-surface-variants
review,,,,2143,47675,vrteti,vrtjeti,vrtiti,je→e,hteti↔htjeti,ADJ|ADV|VERB,60,12,16,ambiguous-surface-variants
review,,,,2151,47571,prenos,prijenos,prinos,ije→e,pre↔prije,NOUN,13,13,1,ambiguous-surface-variants
review,,,,2166,46990,svideti,svidjeti,sviditi,je→e,videti↔vidjeti,ADJ|ADV|VERB,60,50,16,ambiguous-surface-variants
review,,,,2171,46890,lečiti,liječiti,ličiti,ije→e,sprečiti↔spriječiti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,2190,46278,većnik,vijećnik,vićnik,ije→e,veće↔vijeće,NOUN,13,13,1,ambiguous-surface-variants
review,,,,2194,46153,prekupiti,prikupiti,,i→e,,ADJ|ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
known,,,,2207,45802,proceniti,procijeniti,prociniti,ije→e,oceniti↔ocijeniti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,2210,45749,ser,sir,,i→e,,NOUN,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,2212,45718,meriti,mjeriti,miriti,je→e,odmeriti↔odmjeriti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,2213,45673,pevačica,pjevačica,pivačica,je→e,pevati↔pjevati,NOUN,12,12,2,ambiguous-surface-variants
review,,,,2220,45516,pevač,pjevač,pivač,je→e,pevati↔pjevati,NOUN,13,13,1,ambiguous-surface-variants
known,,,,2223,45411,izveštaj,izvještaj,izvištaj,je→e,izveštavanje↔izvještavanje,NOUN,12,12,2,ambiguous-surface-variants
known,,,,2232,45137,dole,dolje,doli,je→e,,ADV,1,1,0,no-higher-trust-family-anchor|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
known,,,,2243,44953,podrazumevati,podrazumijevati,podrazumivati,ije→e,,ADJ|ADV|VERB,60,60,16,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,2257,44751,lestvica,ljestvica,listvica,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
accepted,,,,2262,44574,uspevati,uspijevati,uspivati,ije→e,podrazumevati↔podrazumijevati,ADV|VERB,23,23,0,
known,,,,2270,44404,mesečno,mjesečno,misečno,je→e,mesečni↔mjesečni,ADV,3,3,0,
known,,,,2285,44015,veština,vještina,viština,je→e,veštak↔vještak,NOUN,13,13,1,ambiguous-surface-variants
known,,,,2286,44004,podela,podjela,podila,je→e,preraspodela↔preraspodjela,NOUN,13,13,1,ambiguous-surface-variants
accepted,,,,2297,43764,devojčica,djevojčica,divojčica,je→e,devojka↔djevojka,NOUN,14,14,0,
review,,,,2300,43720,često,čisto,,i→e,,ADV,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
known,,,,2307,43539,dodela,dodjela,dodila,je→e,dodeljivanje↔dodjeljivanje,NOUN,13,13,1,ambiguous-surface-variants
known,,,,2312,43441,razmena,razmjena,razmina,je→e,razmenjivati↔razmjenjivati,NOUN,13,13,1,ambiguous-surface-variants
review,,,,2316,43318,bežati,bježati,bižati,je→e,,ADV|VERB,23,23,0,no-higher-trust-family-anchor
review,,,,2320,43177,oduvek,oduvijek,oduvik,ije→e,uvek↔uvijek,ADV,1,1,0,fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,2322,43098,odneti,odnijeti,odniti,ije→e,podneti↔podnijeti,ADJ|ADV|VERB,60,50,16,ambiguous-surface-variants
known,,,,2332,42832,smeštaj,smještaj,smištaj,je→e,nameštaj↔namještaj,NOUN,13,13,1,ambiguous-surface-variants
review,,,,2337,42696,prestupiti,pristupiti,,i→e,,ADJ|ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,2354,42448,celokupan,cjelokupan,cilokupan,je→e,celokupni↔cjelokupni,ADJ,64,64,32,ambiguous-surface-variants
review,,,,2386,41720,terati,tjerati,tirati,je→e,,ADJ|ADV|VERB,60,60,16,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,2389,41643,procenjivati,procjenjivati,procinjivati,je→e,ocenjivati↔ocjenjivati,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
known,,,,2392,41573,sedište,sjedište,sidište,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
accepted,,,,2419,40916,strelac,strijelac,strilac,ije→e,streljanje↔strijeljanje,NOUN,14,14,0,
review,,,,2442,40260,potpredsednik,potpredsjednik,potpredsidnik,je→e,predsednik↔predsjednik,NOUN,13,13,1,ambiguous-surface-variants
known,,,,2450,40047,sećanje,sjećanje,sićanje,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,2472,39589,osetljiv,osjetljiv,ositljiv,je→e,,ADJ,64,64,32,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,2480,39427,smešan,smiješan,smišan,ije→e,smeh↔smijeh,ADJ,37,37,16,ambiguous-surface-variants
known,,,,2495,39065,namerno,namjerno,namirno,je→e,namerni↔namjerni,ADV,2,2,0,fewer-than-three-compatible-msd-slots
review,,,,2503,38933,setan,sitan,,i→e,,ADJ,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
known,,,,2505,38915,smena,smjena,smina,je→e,izmena↔izmjena,NOUN,13,13,1,ambiguous-surface-variants
known,,,,2569,37759,susedni,susjedni,susidni,je→e,,ADJ,27,27,16,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,2592,37385,prevlačiti,privlačiti,,i→e,,ADJ|ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
known,,,,2595,37336,provera,provjera,provira,je→e,proveravati↔provjeravati,NOUN,13,13,1,ambiguous-surface-variants
known,,,,2609,37176,savetnik,savjetnik,savitnik,je→e,savet↔savjet,NOUN,13,13,1,ambiguous-surface-variants
accepted,,,,2620,36970,pridoneti,pridonijeti,pridoniti,ije→e,doneti↔donijeti,ADV|VERB,23,13,0,
review,,,,2622,36941,merno,mirno,,i→e,,ADV,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,2624,36894,premerka,premijerka,premirka,ije→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,2625,36886,svetlost,svjetlost,svitlost,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,2632,36811,prevod,prijevod,privod,ije→e,pre↔prije,NOUN,13,13,1,ambiguous-surface-variants
review,,,,2639,36752,koleno,koljeno,kolino,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,2641,36731,trpeti,trpjeti,trpiti,je→e,pretrpeti↔pretrpjeti,ADJ|ADV|VERB,60,43,16,ambiguous-surface-variants
known,,,,2644,36686,uneti,unijeti,uniti,ije→e,doneti↔donijeti,ADJ|ADV|VERB,60,50,16,ambiguous-surface-variants
review,,,,2650,36614,naterati,natjerati,natirati,je→e,,ADJ|ADV|VERB,60,60,16,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,2663,36401,onde,ondje,ondi,je→e,,ADV,1,1,0,no-higher-trust-family-anchor|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,2668,36344,sever,sjever,siver,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,2681,36156,vežbati,vježbati,vižbati,je→e,,ADJ|ADV|VERB,60,60,16,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,2684,36127,vređati,vrijeđati,vriđati,ije→e,vreme↔vrijeme,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,2685,36069,poneti,ponijeti,poniti,ije→e,doneti↔donijeti,ADJ|ADV|VERB,60,50,16,ambiguous-surface-variants
review,,,,2686,36062,zauvek,zauvijek,zauvik,ije→e,uvek↔uvijek,ADV,1,1,0,fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,2705,35619,premera,premijera,premira,ije→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,2709,35531,naneti,nanijeti,naniti,ije→e,uneti↔unijeti,ADJ|ADV|VERB,60,50,16,ambiguous-surface-variants
review,,,,2723,35210,meštanin,mještanin,mištanin,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,2737,34966,detinjstvo,djetinjstvo,ditinjstvo,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,2755,34624,smeh,smijeh,smih,ije→e,,NOUN,14,14,0,no-higher-trust-family-anchor
known,,,,2762,34539,upotrebiti,upotrijebiti,upotribiti,ije→e,,ADJ|ADV|VERB,60,60,16,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,2770,34391,verski,vjerski,virski,je→e,vera↔vjera,ADJ|ADV,28,28,16,ambiguous-surface-variants
review,,,,2785,34244,večan,vječan,vičan,je→e,,ADJ,64,64,32,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,2810,33870,nasmejati,nasmijati,,i→e,,ADJ|ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
known,,,,2815,33754,primeniti,primijeniti,priminiti,ije→e,ceniti↔cijeniti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,2840,33292,prepasti,pripasti,,i→e,,ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,2845,33181,cveće,cvijeće,cviće,ije→e,veće↔vijeće,NOUN,6,6,1,ambiguous-surface-variants
known,,,,2858,32978,grejanje,grijanje,,i→e,,NOUN,13,0,1,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-two-changed-surface-pairs|ambiguous-surface-variants
review,,,,2860,32940,predsednički,predsjednički,predsidnički,je→e,predsednik↔predsjednik,ADJ,27,27,16,ambiguous-surface-variants
known,,,,2871,32740,nega,njega,niga,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,2880,32642,predsedništvo,predsjedništvo,predsidništvo,je→e,predsednik↔predsjednik,NOUN,13,13,1,ambiguous-surface-variants
review,,,,2907,32187,podretlo,podrijetlo,podritlo,ije→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,2916,32084,kleknuti,kliknuti,,i→e,,ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,2925,32027,prelaz,prijelaz,prilaz,ije→e,pre↔prije,NOUN,12,12,2,ambiguous-surface-variants
review,,,,2931,31939,tesak,tisak,,i→e,,NOUN,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
known,,,,2949,31601,mešati,miješati,mišati,ije→e,umešati↔umiješati,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,2969,31401,derati,dirati,,i→e,,ADJ|ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,2986,31232,prevesti,privesti,,i→e,,ADJ|ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
known,,,,3004,31008,ocenjivati,ocjenjivati,ocinjivati,je→e,procenjivati↔procjenjivati,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,3046,30403,zahtevan,zahtjevan,zahtivan,je→e,zahtev↔zahtjev,ADJ,64,64,32,ambiguous-surface-variants
review,,,,3069,30223,omer,omjer,omir,je→e,premer↔premjer,NOUN,13,13,1,ambiguous-surface-variants
review,,,,3085,29967,poreklo,porijeklo,poriklo,ije→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,3092,29883,mesni,mjesni,misni,je→e,izvesni↔izvjesni,ADJ,27,27,16,ambiguous-surface-variants
known,,,,3097,29824,namena,namjena,namina,je→e,namenski↔namjenski,NOUN,13,13,1,ambiguous-surface-variants
review,,,,3099,29811,svež,svjež,sviž,je→e,svedok↔svjedok,ADJ,91,91,48,ambiguous-surface-variants
known,,,,3100,29804,nameštaj,namještaj,namištaj,je→e,smeštaj↔smještaj,NOUN,13,13,1,ambiguous-surface-variants
review,,,,3111,29677,veran,vjeran,viran,je→e,vera↔vjera,ADJ,37,37,16,ambiguous-surface-variants
review,,,,3112,29666,pesnik,pjesnik,pisnik,je→e,pesma↔pjesma,NOUN,13,13,1,ambiguous-surface-variants
review,,,,3117,29580,namernica,namirnica,,i→e,,NOUN,14,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-two-changed-surface-pairs
review,,,,3143,29151,koren,korijen,korin,ije→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,3145,29134,celost,cijelost,cilost,ije→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,3151,29027,drugde,drugdje,drugdi,je→e,gde↔gdje,ADV,1,1,0,fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,3154,29006,neretko,nerijetko,neritko,ije→e,,ADV,1,1,0,no-higher-trust-family-anchor|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,3160,28961,usled,uslijed,uslid,ije→e,uslediti↔uslijediti,ADP|ADV,2,2,0,conflicts-with-higher-trust-ekavian-map|fewer-than-three-compatible-msd-slots
review,,,,3165,28920,pogrešiti,pogriješiti,pogrišiti,ije→e,rešiti↔riješiti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
known,,,,3167,28911,uverenje,uvjerenje,uvirenje,je→e,poverenje↔povjerenje,NOUN,13,13,1,ambiguous-surface-variants
known,,,,3175,28858,venčanje,vjenčanje,vinčanje,je→e,venčani↔vjenčani,NOUN,13,13,1,ambiguous-surface-variants
accepted,,,,3205,28576,prisetiti,prisjetiti,prisititi,je→e,osetiti↔osjetiti,ADV|VERB,23,23,0,
review,,,,3207,28540,slep,slijep,slip,ije→e,lep↔lijep,ADJ,91,91,48,ambiguous-surface-variants
review,,,,3209,28500,premaran,primaran,,i→e,,ADJ,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,3212,28458,šuteti,šutiti,,i→e,,ADV|VERB,11,0,0,i-reflex-review-only|competing-ekavian-sources|fewer-than-two-changed-surface-pairs
review,,,,3220,28370,negovati,njegovati,nigovati,je→e,nega↔njega,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,3276,27591,deoničar,dioničar,,i→e,,NOUN,13,0,1,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-two-changed-surface-pairs|ambiguous-surface-variants
review,,,,3289,27434,osečki,osječki,osički,je→e,,ADJ|ADV,56,56,32,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,3305,27288,merenje,mjerenje,mirenje,je→e,poverenje↔povjerenje,NOUN,13,13,1,ambiguous-surface-variants
review,,,,3307,27248,mesečan,mjesečan,misečan,je→e,mesec↔mjesec,ADJ,91,91,48,ambiguous-surface-variants
known,,,,3342,26728,cvet,cvijet,cvit,ije→e,,NOUN,7,7,7,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,3349,26661,svugde,svugdje,svugdi,je→e,gde↔gdje,ADV,1,1,0,fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,3370,26480,svetao,svijetao,svitao,ije→e,svest↔svijest,ADJ,91,91,48,ambiguous-surface-variants
review,,,,3379,26356,prevremen,privremen,,i→e,,ADJ,0,0,0,i-reflex-review-only|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,3431,25665,uverljiv,uvjerljiv,uvirljiv,je→e,uverljivost↔uvjerljivost,ADJ,64,64,32,ambiguous-surface-variants
review,,,,3437,25578,smejati,smijati,,i→e,,ADV|VERB,23,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-two-changed-surface-pairs
known,,,,3441,25537,rasveta,rasvjeta,rasvita,je→e,prosveta↔prosvjeta,NOUN,13,13,1,ambiguous-surface-variants
known,,,,3460,25331,naslednik,nasljednik,naslidnik,je→e,nasledni↔nasljedni,NOUN,13,13,1,ambiguous-surface-variants
review,,,,3467,25282,vežbanje,vježbanje,vižbanje,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,3470,25251,prestajati,pristajati,,i→e,,ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,3497,24970,cev,cijev,civ,ije→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,3499,24947,levo,lijevo,livo,ije→e,,ADV,1,1,0,no-higher-trust-family-anchor|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
accepted,,,,3501,24932,goreti,gorjeti,goriti,je→e,hteti↔htjeti,ADV|VERB,23,6,0,
known,,,,3534,24653,poveriti,povjeriti,poviriti,je→e,overiti↔ovjeriti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,3535,24642,primećivati,primjećivati,primićivati,je→e,primer↔primjer,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,3560,24430,čovečanstvo,čovječanstvo,čovičanstvo,je→e,čovek↔čovjek,NOUN,13,13,1,ambiguous-surface-variants
review,,,,3562,24425,štedeti,štedjeti,štediti,je→e,videti↔vidjeti,ADJ|ADV|VERB,60,6,16,ambiguous-surface-variants
review,,,,3569,24373,prerodno,prirodno,,i→e,,ADV,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,3574,24272,savest,savjest,savist,je→e,savesni↔savjesni,NOUN,13,13,1,ambiguous-surface-variants
review,,,,3577,24218,posećivati,posjećivati,posićivati,je→e,posed↔posjed,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
known,,,,3580,24167,izmeniti,izmijeniti,izminiti,ije→e,ceniti↔cijeniti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
known,,,,3581,24151,uveravati,uvjeravati,uviravati,je→e,overavati↔ovjeravati,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
known,,,,3595,24021,povrediti,povrijediti,povriditi,ije→e,obezvrediti↔obezvrijediti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,3621,23855,grešiti,griješiti,grišiti,ije→e,rešiti↔riješiti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
known,,,,3625,23824,poverovati,povjerovati,povirovati,je→e,verovati↔vjerovati,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
accepted,,,,3636,23722,naleteti,naletjeti,naletiti,je→e,hteti↔htjeti,ADV|VERB,23,13,0,
known,,,,3637,23714,proveravati,provjeravati,proviravati,je→e,overavati↔ovjeravati,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
known,,,,3639,23700,pesak,pijesak,pisak,ije→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,3646,23603,doprineti,doprinijeti,dopriniti,ije→e,uneti↔unijeti,ADJ|ADV|VERB,60,50,16,ambiguous-surface-variants
review,,,,3675,23331,preterano,pretjerano,pretirano,je→e,,ADV,2,2,1,no-higher-trust-family-anchor|fewer-than-three-compatible-msd-slots|ambiguous-surface-variants
review,,,,3682,23260,preći,prići,,i→e,,ADV|VERB,0,0,0,i-reflex-review-only|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
known,,,,3710,22965,primedba,primjedba,primidba,je→e,primer↔primjer,NOUN,13,13,1,ambiguous-surface-variants
review,,,,3718,22897,pevanje,pjevanje,pivanje,je→e,delovanje↔djelovanje,NOUN,13,13,1,ambiguous-surface-variants
review,,,,3732,22801,osmeh,osmijeh,osmih,ije→e,smeh↔smijeh,NOUN,14,14,0,competing-ijekavian-targets
review,,,,3735,22787,pomeriti,pomiriti,,i→e,,ADJ|ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,3756,22635,čestoća,čistoća,,i→e,,NOUN,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,3760,22568,menjač,mjenjač,minjač,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,3763,22565,obavest,obavijest,obavist,ije→e,obavestiti↔obavijestiti,NOUN,13,13,1,ambiguous-surface-variants
review,,,,3799,22203,crevo,crijevo,crivo,ije→e,levo↔lijevo,NOUN,13,13,1,ambiguous-surface-variants
review,,,,3804,22183,dodeljivati,dodjeljivati,dodiljivati,je→e,raspodeljivati↔raspodjeljivati,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,3809,22157,prevremeno,privremeno,,i→e,,ADV,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,3811,22146,smesa,smjesa,smisa,je→e,smestiti↔smjestiti,NOUN,13,13,1,ambiguous-surface-variants
